y_true,probability,prediction
0,0.0801936391873329,0
0,0.046901875572243554,0
0,0.6976971169207754,1
0,0.0035863150366498256,0
0,0.19012952779908873,0
0,0.08079920649622747,0
0,0.9599643034676473,1
1,0.24153605317947247,0
0,0.031707532713145414,0
0,0.027090543617657212,0
0,0.8805450784279082,1
0,0.016754296873022996,0
0,0.41576930251634964,0
1,0.9613201363272986,1
0,0.01689830670670166,0
0,0.10218044271985166,0
0,0.2631050605275597,0
1,0.7411187484276576,1
0,0.09668919455920946,0
0,0.008518720212470327,0
0,0.8128666186008378,1
0,0.02631580438080803,0
0,0.6403452629279148,1
0,0.01751823983214898,0
1,0.13956992012575717,0
0,0.026644531114276608,0
0,0.39788582651536314,0
0,0.9440230653884462,1
1,0.999999495354583,1
1,0.7893548117511587,1
0,0.003792206780185815,0
1,0.7227121655466747,1
0,0.8461521606881154,1
0,0.21656455017745865,0
0,0.02267277560701938,0
0,0.01512238330684103,0
0,0.07892017086998702,0
1,0.8752819862194637,1
0,0.22258272781237007,0
0,0.0015317596089370034,0
1,0.7187003822982659,1
0,0.8917268783466497,1
1,0.6985067370041596,1
0,0.5550092179274833,1
0,0.2258224999215584,0
0,0.09484168680155654,0
0,0.08043145707431602,0
0,0.0017174669079537959,0
1,0.7321213191826735,1
0,0.011596122492017451,0
0,0.01996550342229272,0
0,0.4743353649041441,0
0,0.07589679858636973,0
0,0.583341384085744,1
0,0.42758708877456514,0
0,0.8927310491992635,1
0,0.5381407729741406,1
1,0.8658601189713775,1
1,0.08065040587985599,0
1,0.6003392789187503,1
0,0.012371779943684423,0
1,0.8407859787618133,1
0,0.5567958352994938,1
0,0.2994542240125136,0
0,0.12392788746401925,0
0,0.49732938484624445,0
1,0.8979786851566361,1
0,0.014473995802991515,0
0,0.1969446943449522,0
0,0.042359949671126516,0
0,0.6858246932608416,1
1,0.817730731898582,1
0,0.17318601992185917,0
1,0.6517747163615513,1
0,0.04749354240965148,0
0,0.6018651834991969,1
0,0.004937460698744411,0
1,0.46997738131227323,0
0,0.4142320407709239,0
1,0.8668142277960692,1
0,0.074346046905553,0
0,0.0083333114959464,0
0,0.11301158179720831,0
1,0.8409725795951637,1
0,0.030261648955633144,0
0,0.46052802778477786,0
0,0.06777457388821051,0
0,0.4708724341613879,0
0,0.02121417381979861,0
0,0.020688616270136455,0
0,0.17733003582765403,0
0,0.4056734952799105,0
0,0.03502013672184184,0
0,0.032636814430124325,0
0,0.5173213070581879,1
0,0.775962597043535,1
1,0.8956929330620155,1
0,0.09646356603788644,0
0,0.2558161743862366,0
0,0.14152848513734514,0
0,0.09308585279364129,0
0,0.2064142985844377,0
0,0.015141731051930854,0
1,0.783670039568238,1
0,0.012150793300384434,0
1,0.8434100832297236,1
0,0.08932828811749174,0
1,0.8055915850170556,1
0,0.6186240970072492,1
0,0.027204743188705017,0
1,0.5588714958379549,1
0,0.019151721189319074,0
0,0.9077378464149088,1
0,0.011834281301961286,0
0,0.00594067760350742,0
0,0.590148369765541,1
0,0.010323424243631281,0
1,0.9080943133287351,1
0,0.5836548687195412,1
0,7.120058340531806e-05,0
0,0.4814020067301297,0
1,0.9993530380089427,1
0,0.5670226122114359,1
0,0.2684949464926479,0
0,0.015591480726803624,0
1,0.689298890657373,1
0,0.0021739952783160097,0
0,0.6482714973706886,1
1,0.26560280737286923,0
0,0.22955713954425222,0
0,0.1273332913356438,0
1,0.991771825720037,1
1,0.923312396532469,1
0,0.21681395539384715,0
0,0.004154466473042321,0
0,0.10422432586475809,0
0,0.1850342251030318,0
0,0.08934371923808947,0
1,0.09084204456491903,0
1,0.35044583428432985,0
0,0.18669378277320067,0
0,0.6452641822923273,1
0,0.7588237742742789,1
0,0.15810453278830333,0
0,0.2741527466340755,0
0,0.3890604943932205,0
0,0.001058405886389676,0
1,0.6132982874487672,1
1,0.400401502457512,0
0,0.013968940971003579,0
0,0.02111404119359673,0
0,0.6171248161711315,1
0,0.11535107824801792,0
0,0.10013911354760942,0
0,0.3869996667026032,0
0,0.009660193307877443,0
0,0.03439607969891537,0
1,0.7616674922769838,1
1,0.9857000247772927,1
0,0.010174128880662395,0
0,0.009111706486257198,0
0,0.002537709271701688,0
0,0.022836032213409244,0
1,0.8911980862308424,1
0,0.04079445723074567,0
1,0.9999987529117977,1
0,0.16768002495852172,0
0,0.1942130255094311,0
1,0.9993942901441468,1
0,0.5474880088502346,1
0,0.021859472633201815,0
1,0.8880567635664909,1
0,0.044968864830817495,0
1,0.7697866299524144,1
0,0.10079250625283495,0
0,0.5175602910807848,1
1,0.5768813294574182,1
1,0.9076804353508388,1
0,0.007286567053591417,0
1,0.7771518125845234,1
0,0.006842048457609069,0
0,0.2913773902859197,0
1,0.853516978395609,1
0,0.05585872841120263,0
0,0.7663734794136745,1
0,0.865274769754628,1
0,0.04847410186956074,0
0,0.02896980338435445,0
0,0.03495519497726788,0
0,0.08894256530200771,0
0,0.11398295249888377,0
1,0.9991486783523528,1
0,0.04305566621545926,0
1,0.8519377040008538,1
1,0.6024237539316963,1
0,0.21710204596189073,0
1,0.6327859678593024,1
0,0.8931518137952073,1
0,0.021674816182911782,0
